interval_id,recording_id,subject,session,json_path,mosaic_path,action_id,raw_type,label,is_main11,is_noncanonical3,frame_start,frame_end,frame_mid,interval_len_frames,frame_mid_valid,video_ok,video_width,video_height,video_fps,video_frames,video_duration_sec,fold,split,protocol_a_use,protocol_b_known,protocol_b_noncanonical_unknown
13,gA_1_s1_2019-03-08T09;31;15+01;00,gA_1,s1,/home/user/文档/ICRA2027/dataset/DMD_distraction_extracted/dmd/gA/1/s1/gA_1_s1_2019-03-08T09;31;15+01;00_rgb_ann_distraction.json,/home/user/文档/ICRA2027/dataset/DMD_distraction_extracted/dmd/gA/1/s1/gA_1_s1_2019-03-08T09;31;15+01;00_rgb_mosaic.avi,6,driver_actions/safe_drive,safe_drive,True,False,4581,4957,4769,377,True,True,1280,720,29.76,6777,227.7217741935484,fold0,val,True,True,False
14,gA_1_s1_2019-03-08T09;31;15+01;00,gA_1,s1,/home/user/文档/ICRA2027/dataset/DMD_distraction_extracted/dmd/gA/1/s1/gA_1_s1_2019-03-08T09;31;15+01;00_rgb_ann_distraction.json,/home/user/文档/ICRA2027/dataset/DMD_distraction_extracted/dmd/gA/1/s1/gA_1_s1_2019-03-08T09;31;15+01;00_rgb_mosaic.avi,6,driver_actions/safe_drive,safe_drive,True,False,4979,4994,4986,16,True,True,1280,720,29.76,6777,227.7217741935484,fold0,val,True,True,False
15,gA_1_s1_2019-03-08T09;31;15+01;00,gA_1,s1,/home/user/文档/ICRA2027/dataset/DMD_distraction_extracted/dmd/gA/1/s1/gA_1_s1_2019-03-08T09;31;15+01;00_rgb_ann_distraction.json,/home/user/文档/ICRA2027/dataset/DMD_distraction_extracted/dmd/gA/1/s1/gA_1_s1_2019-03-08T09;31;15+01;00_rgb_mosaic.avi,6,driver_actions/safe_drive,safe_drive,True,False,5022,5036,5029,15,True,True,1280,720,29.76,6777,227.7217741935484,fold0,val,True,True,False
16,gA_1_s1_2019-03-08T09;31;15+01;00,gA_1,s1,/home/user/文档/ICRA2027/dataset/DMD_distraction_extracted/dmd/gA/1/s1/gA_1_s1_2019-03-08T09;31;15+01;00_rgb_ann_distraction.json,/home/user/文档/ICRA2027/dataset/DMD_distraction_extracted/dmd/gA/1/s1/gA_1_s1_2019-03-08T09;31;15+01;00_rgb_mosaic.avi,6,driver_actions/safe_drive,safe_drive,True,False,5076,5102,5089,27,True,True,1280,720,29.76,6777,227.7217741935484,fold0,val,True,True,False
17,gA_1_s1_2019-03-08T09;31;15+01;00,gA_1,s1,/home/user/文档/ICRA2027/dataset/DMD_distraction_extracted/dmd/gA/1/s1/gA_1_s1_2019-03-08T09;31;15+01;00_rgb_ann_distraction.json,/home/user/文档/ICRA2027/dataset/DMD_distraction_extracted/dmd/gA/1/s1/gA_1_s1_2019-03-08T09;31;15+01;00_rgb_mosaic.avi,6,driver_actions/safe_drive,safe_drive,True,False,5136,5202,5169,67,True,True,1280,720,29.76,6777,227.7217741935484,fold0,val,True,True,False
18,gA_1_s1_2019-03-08T09;31;15+01;00,gA_1,s1,/home/user/文档/ICRA2027/dataset/DMD_distraction_extracted/dmd/gA/1/s1/gA_1_s1_2019-03-08T09;31;15+01;00_rgb_ann_distraction.json,/home/user/文档/ICRA2027/dataset/DMD_distraction_extracted/dmd/gA/1/s1/gA_1_s1_2019-03-08T09;31;15+01;00_rgb_mosaic.avi,6,driver_actions/safe_drive,safe_drive,True,False,5229,5280,5254,52,True,True,1280,720,29.76,6777,227.7217741935484,fold0,val,True,True,False
19,gA_1_s1_2019-03-08T09;31;15+01;00,gA_1,s1,/home/user/文档/ICRA2027/dataset/DMD_distraction_extracted/dmd/gA/1/s1/gA_1_s1_2019-03-08T09;31;15+01;00_rgb_ann_distraction.json,/home/user/文档/ICRA2027/dataset/DMD_distraction_extracted/dmd/gA/1/s1/gA_1_s1_2019-03-08T09;31;15+01;00_rgb_mosaic.avi,6,driver_actions/safe_drive,safe_drive,True,False,5307,5330,5318,24,True,True,1280,720,29.76,6777,227.7217741935484,fold0,val,True,True,False
20,gA_1_s1_2019-03-08T09;31;15+01;00,gA_1,s1,/home/user/文档/ICRA2027/dataset/DMD_distraction_extracted/dmd/gA/1/s1/gA_1_s1_2019-03-08T09;31;15+01;00_rgb_ann_distraction.json,/home/user/文档/ICRA2027/dataset/DMD_distraction_extracted/dmd/gA/1/s1/gA_1_s1_2019-03-08T09;31;15+01;00_rgb_mosaic.avi,6,driver_actions/safe_drive,safe_drive,True,False,5358,5477,5417,120,True,True,1280,720,29.76,6777,227.7217741935484,fold0,val,True,True,False
21,gA_1_s1_2019-03-08T09;31;15+01;00,gA_1,s1,/home/user/文档/ICRA2027/dataset/DMD_distraction_extracted/dmd/gA/1/s1/gA_1_s1_2019-03-08T09;31;15+01;00_rgb_ann_distraction.json,/home/user/文档/ICRA2027/dataset/DMD_distraction_extracted/dmd/gA/1/s1/gA_1_s1_2019-03-08T09;31;15+01;00_rgb_mosaic.avi,6,driver_actions/safe_drive,safe_drive,True,False,5505,5531,5518,27,True,True,1280,720,29.76,6777,227.7217741935484,fold0,val,True,True,False
22,gA_1_s1_2019-03-08T09;31;15+01;00,gA_1,s1,/home/user/文档/ICRA2027/dataset/DMD_distraction_extracted/dmd/gA/1/s1/gA_1_s1_2019-03-08T09;31;15+01;00_rgb_ann_distraction.json,/home/user/文档/ICRA2027/dataset/DMD_distraction_extracted/dmd/gA/1/s1/gA_1_s1_2019-03-08T09;31;15+01;00_rgb_mosaic.avi,6,driver_actions/safe_drive,safe_drive,True,False,5563,6232,5897,670,True,True,1280,720,29.76,6777,227.7217741935484,fold0,val,True,True,False
23,gA_1_s1_2019-03-08T09;31;15+01;00,gA_1,s1,/home/user/文档/ICRA2027/dataset/DMD_distraction_extracted/dmd/gA/1/s1/gA_1_s1_2019-03-08T09;31;15+01;00_rgb_ann_distraction.json,/home/user/文档/ICRA2027/dataset/DMD_distraction_extracted/dmd/gA/1/s1/gA_1_s1_2019-03-08T09;31;15+01;00_rgb_mosaic.avi,6,driver_actions/safe_drive,safe_drive,True,False,6653,6776,6714,124,True,True,1280,720,29.76,6777,227.7217741935484,fold0,val,True,True,False
24,gA_1_s1_2019-03-08T09;31;15+01;00,gA_1,s1,/home/user/文档/ICRA2027/dataset/DMD_distraction_extracted/dmd/gA/1/s1/gA_1_s1_2019-03-08T09;31;15+01;00_rgb_ann_distraction.json,/home/user/文档/ICRA2027/dataset/DMD_distraction_extracted/dmd/gA/1/s1/gA_1_s1_2019-03-08T09;31;15+01;00_rgb_mosaic.avi,7,driver_actions/radio,radio,True,False,526,566,546,41,True,True,1280,720,29.76,6777,227.7217741935484,fold0,val,True,True,False
25,gA_1_s1_2019-03-08T09;31;15+01;00,gA_1,s1,/home/user/文档/ICRA2027/dataset/DMD_distraction_extracted/dmd/gA/1/s1/gA_1_s1_2019-03-08T09;31;15+01;00_rgb_ann_distraction.json,/home/user/文档/ICRA2027/dataset/DMD_distraction_extracted/dmd/gA/1/s1/gA_1_s1_2019-03-08T09;31;15+01;00_rgb_mosaic.avi,7,driver_actions/radio,radio,True,False,614,994,804,381,True,True,1280,720,29.76,6777,227.7217741935484,fold0,val,True,True,False
26,gA_1_s1_2019-03-08T09;31;15+01;00,gA_1,s1,/home/user/文档/ICRA2027/dataset/DMD_distraction_extracted/dmd/gA/1/s1/gA_1_s1_2019-03-08T09;31;15+01;00_rgb_ann_distraction.json,/home/user/文档/ICRA2027/dataset/DMD_distraction_extracted/dmd/gA/1/s1/gA_1_s1_2019-03-08T09;31;15+01;00_rgb_mosaic.avi,7,driver_actions/radio,radio,True,False,3530,3980,3755,451,True,True,1280,720,29.76,6777,227.7217741935484,fold0,val,True,True,False
27,gA_1_s1_2019-03-08T09;31;15+01;00,gA_1,s1,/home/user/文档/ICRA2027/dataset/DMD_distraction_extracted/dmd/gA/1/s1/gA_1_s1_2019-03-08T09;31;15+01;00_rgb_ann_distraction.json,/home/user/文档/ICRA2027/dataset/DMD_distraction_extracted/dmd/gA/1/s1/gA_1_s1_2019-03-08T09;31;15+01;00_rgb_mosaic.avi,8,driver_actions/drinking,drinking,True,False,1376,1395,1385,20,True,True,1280,720,29.76,6777,227.7217741935484,fold0,val,True,True,False
28,gA_1_s1_2019-03-08T09;31;15+01;00,gA_1,s1,/home/user/文档/ICRA2027/dataset/DMD_distraction_extracted/dmd/gA/1/s1/gA_1_s1_2019-03-08T09;31;15+01;00_rgb_ann_distraction.json,/home/user/文档/ICRA2027/dataset/DMD_distraction_extracted/dmd/gA/1/s1/gA_1_s1_2019-03-08T09;31;15+01;00_rgb_mosaic.avi,8,driver_actions/drinking,drinking,True,False,1466,1725,1595,260,True,True,1280,720,29.76,6777,227.7217741935484,fold0,val,True,True,False
29,gA_1_s1_2019-03-08T09;31;15+01;00,gA_1,s1,/home/user/文档/ICRA2027/dataset/DMD_distraction_extracted/dmd/gA/1/s1/gA_1_s1_2019-03-08T09;31;15+01;00_rgb_ann_distraction.json,/home/user/文档/ICRA2027/dataset/DMD_distraction_extracted/dmd/gA/1/s1/gA_1_s1_2019-03-08T09;31;15+01;00_rgb_mosaic.avi,8,driver_actions/drinking,drinking,True,False,3099,3240,3169,142,True,True,1280,720,29.76,6777,227.7217741935484,fold0,val,True,True,False
30,gA_1_s1_2019-03-08T09;31;15+01;00,gA_1,s1,/home/user/文档/ICRA2027/dataset/DMD_distraction_extracted/dmd/gA/1/s1/gA_1_s1_2019-03-08T09;31;15+01;00_rgb_ann_distraction.json,/home/user/文档/ICRA2027/dataset/DMD_distraction_extracted/dmd/gA/1/s1/gA_1_s1_2019-03-08T09;31;15+01;00_rgb_mosaic.avi,8,driver_actions/drinking,drinking,True,False,4320,4485,4402,166,True,True,1280,720,29.76,6777,227.7217741935484,fold0,val,True,True,False
31,gA_1_s1_2019-03-08T09;31;15+01;00,gA_1,s1,/home/user/文档/ICRA2027/dataset/DMD_distraction_extracted/dmd/gA/1/s1/gA_1_s1_2019-03-08T09;31;15+01;00_rgb_ann_distraction.json,/home/user/文档/ICRA2027/dataset/DMD_distraction_extracted/dmd/gA/1/s1/gA_1_s1_2019-03-08T09;31;15+01;00_rgb_mosaic.avi,8,driver_actions/drinking,drinking,True,False,6360,6542,6451,183,True,True,1280,720,29.76,6777,227.7217741935484,fold0,val,True,True,False
32,gA_1_s1_2019-03-08T09;31;15+01;00,gA_1,s1,/home/user/文档/ICRA2027/dataset/DMD_distraction_extracted/dmd/gA/1/s1/gA_1_s1_2019-03-08T09;31;15+01;00_rgb_ann_distraction.json,/home/user/文档/ICRA2027/dataset/DMD_distraction_extracted/dmd/gA/1/s1/gA_1_s1_2019-03-08T09;31;15+01;00_rgb_mosaic.avi,9,driver_actions/reach_side,reach_side,True,False,1280,1333,1306,54,True,True,1280,720,29.76,6777,227.7217741935484,fold0,val,True,True,False
33,gA_1_s1_2019-03-08T09;31;15+01;00,gA_1,s1,/home/user/文档/ICRA2027/dataset/DMD_distraction_extracted/dmd/gA/1/s1/gA_1_s1_2019-03-08T09;31;15+01;00_rgb_ann_distraction.json,/home/user/文档/ICRA2027/dataset/DMD_distraction_extracted/dmd/gA/1/s1/gA_1_s1_2019-03-08T09;31;15+01;00_rgb_mosaic.avi,9,driver_actions/reach_side,reach_side,True,False,1757,1833,1795,77,True,True,1280,720,29.76,6777,227.7217741935484,fold0,val,True,True,False
34,gA_1_s1_2019-03-08T09;31;15+01;00,gA_1,s1,/home/user/文档/ICRA2027/dataset/DMD_distraction_extracted/dmd/gA/1/s1/gA_1_s1_2019-03-08T09;31;15+01;00_rgb_ann_distraction.json,/home/user/文档/ICRA2027/dataset/DMD_distraction_extracted/dmd/gA/1/s1/gA_1_s1_2019-03-08T09;31;15+01;00_rgb_mosaic.avi,9,driver_actions/reach_side,reach_side,True,False,2956,3023,2989,68,True,True,1280,720,29.76,6777,227.7217741935484,fold0,val,True,True,False
35,gA_1_s1_2019-03-08T09;31;15+01;00,gA_1,s1,/home/user/文档/ICRA2027/dataset/DMD_distraction_extracted/dmd/gA/1/s1/gA_1_s1_2019-03-08T09;31;15+01;00_rgb_ann_distraction.json,/home/user/文档/ICRA2027/dataset/DMD_distraction_extracted/dmd/gA/1/s1/gA_1_s1_2019-03-08T09;31;15+01;00_rgb_mosaic.avi,9,driver_actions/reach_side,reach_side,True,False,3295,3352,3323,58,True,True,1280,720,29.76,6777,227.7217741935484,fold0,val,True,True,False
36,gA_1_s1_2019-03-08T09;31;15+01;00,gA_1,s1,/home/user/文档/ICRA2027/dataset/DMD_distraction_extracted/dmd/gA/1/s1/gA_1_s1_2019-03-08T09;31;15+01;00_rgb_ann_distraction.json,/home/user/文档/ICRA2027/dataset/DMD_distraction_extracted/dmd/gA/1/s1/gA_1_s1_2019-03-08T09;31;15+01;00_rgb_mosaic.avi,9,driver_actions/reach_side,reach_side,True,False,4217,4272,4244,56,True,True,1280,720,29.76,6777,227.7217741935484,fold0,val,True,True,False
37,gA_1_s1_2019-03-08T09;31;15+01;00,gA_1,s1,/home/user/文档/ICRA2027/dataset/DMD_distraction_extracted/dmd/gA/1/s1/gA_1_s1_2019-03-08T09;31;15+01;00_rgb_ann_distraction.json,/home/user/文档/ICRA2027/dataset/DMD_distraction_extracted/dmd/gA/1/s1/gA_1_s1_2019-03-08T09;31;15+01;00_rgb_mosaic.avi,9,driver_actions/reach_side,reach_side,True,False,4522,4580,4551,59,True,True,1280,720,29.76,6777,227.7217741935484,fold0,val,True,True,False
38,gA_1_s1_2019-03-08T09;31;15+01;00,gA_1,s1,/home/user/文档/ICRA2027/dataset/DMD_distraction_extracted/dmd/gA/1/s1/gA_1_s1_2019-03-08T09;31;15+01;00_rgb_ann_distraction.json,/home/user/文档/ICRA2027/dataset/DMD_distraction_extracted/dmd/gA/1/s1/gA_1_s1_2019-03-08T09;31;15+01;00_rgb_mosaic.avi,9,driver_actions/reach_side,reach_side,True,False,6233,6285,6259,53,True,True,1280,720,29.76,6777,227.7217741935484,fold0,val,True,True,False
39,gA_1_s1_2019-03-08T09;31;15+01;00,gA_1,s1,/home/user/文档/ICRA2027/dataset/DMD_distraction_extracted/dmd/gA/1/s1/gA_1_s1_2019-03-08T09;31;15+01;00_rgb_ann_distraction.json,/home/user/文档/ICRA2027/dataset/DMD_distraction_extracted/dmd/gA/1/s1/gA_1_s1_2019-03-08T09;31;15+01;00_rgb_mosaic.avi,9,driver_actions/reach_side,reach_side,True,False,6589,6652,6620,64,True,True,1280,720,29.76,6777,227.7217741935484,fold0,val,True,True,False
40,gA_1_s1_2019-03-08T09;31;15+01;00,gA_1,s1,/home/user/文档/ICRA2027/dataset/DMD_distraction_extracted/dmd/gA/1/s1/gA_1_s1_2019-03-08T09;31;15+01;00_rgb_ann_distraction.json,/home/user/文档/ICRA2027/dataset/DMD_distraction_extracted/dmd/gA/1/s1/gA_1_s1_2019-03-08T09;31;15+01;00_rgb_mosaic.avi,10,driver_actions/talking_to_passenger,talking_to_passenger,True,False,2128,2154,2141,27,True,True,1280,720,29.76,6777,227.7217741935484,fold0,val,True,True,False
41,gA_1_s1_2019-03-08T09;31;15+01;00,gA_1,s1,/home/user/文档/ICRA2027/dataset/DMD_distraction_extracted/dmd/gA/1/s1/gA_1_s1_2019-03-08T09;31;15+01;00_rgb_ann_distraction.json,/home/user/文档/ICRA2027/dataset/DMD_distraction_extracted/dmd/gA/1/s1/gA_1_s1_2019-03-08T09;31;15+01;00_rgb_mosaic.avi,10,driver_actions/talking_to_passenger,talking_to_passenger,True,False,2257,2274,2265,18,True,True,1280,720,29.76,6777,227.7217741935484,fold0,val,True,True,False
42,gA_1_s1_2019-03-08T09;31;15+01;00,gA_1,s1,/home/user/文档/ICRA2027/dataset/DMD_distraction_extracted/dmd/gA/1/s1/gA_1_s1_2019-03-08T09;31;15+01;00_rgb_ann_distraction.json,/home/user/文档/ICRA2027/dataset/DMD_distraction_extracted/dmd/gA/1/s1/gA_1_s1_2019-03-08T09;31;15+01;00_rgb_mosaic.avi,10,driver_actions/talking_to_passenger,talking_to_passenger,True,False,2408,2431,2419,24,True,True,1280,720,29.76,6777,227.7217741935484,fold0,val,True,True,False
43,gA_1_s1_2019-03-08T09;31;15+01;00,gA_1,s1,/home/user/文档/ICRA2027/dataset/DMD_distraction_extracted/dmd/gA/1/s1/gA_1_s1_2019-03-08T09;31;15+01;00_rgb_ann_distraction.json,/home/user/文档/ICRA2027/dataset/DMD_distraction_extracted/dmd/gA/1/s1/gA_1_s1_2019-03-08T09;31;15+01;00_rgb_mosaic.avi,10,driver_actions/talking_to_passenger,talking_to_passenger,True,False,2560,2587,2573,28,True,True,1280,720,29.76,6777,227.7217741935484,fold0,val,True,True,False
44,gA_1_s1_2019-03-08T09;31;15+01;00,gA_1,s1,/home/user/文档/ICRA2027/dataset/DMD_distraction_extracted/dmd/gA/1/s1/gA_1_s1_2019-03-08T09;31;15+01;00_rgb_ann_distraction.json,/home/user/文档/ICRA2027/dataset/DMD_distraction_extracted/dmd/gA/1/s1/gA_1_s1_2019-03-08T09;31;15+01;00_rgb_mosaic.avi,10,driver_actions/talking_to_passenger,talking_to_passenger,True,False,2629,2673,2651,45,True,True,1280,720,29.76,6777,227.7217741935484,fold0,val,True,True,False
45,gA_1_s1_2019-03-08T09;31;15+01;00,gA_1,s1,/home/user/文档/ICRA2027/dataset/DMD_distraction_extracted/dmd/gA/1/s1/gA_1_s1_2019-03-08T09;31;15+01;00_rgb_ann_distraction.json,/home/user/文档/ICRA2027/dataset/DMD_distraction_extracted/dmd/gA/1/s1/gA_1_s1_2019-03-08T09;31;15+01;00_rgb_mosaic.avi,10,driver_actions/talking_to_passenger,talking_to_passenger,True,False,2731,2786,2758,56,True,True,1280,720,29.76,6777,227.7217741935484,fold0,val,True,True,False
46,gA_1_s1_2019-03-08T09;31;15+01;00,gA_1,s1,/home/user/文档/ICRA2027/dataset/DMD_distraction_extracted/dmd/gA/1/s1/gA_1_s1_2019-03-08T09;31;15+01;00_rgb_ann_distraction.json,/home/user/文档/ICRA2027/dataset/DMD_distraction_extracted/dmd/gA/1/s1/gA_1_s1_2019-03-08T09;31;15+01;00_rgb_mosaic.avi,10,driver_actions/talking_to_passenger,talking_to_passenger,True,False,4995,5021,5008,27,True,True,1280,720,29.76,6777,227.7217741935484,fold0,val,True,True,False
47,gA_1_s1_2019-03-08T09;31;15+01;00,gA_1,s1,/home/user/文档/ICRA2027/dataset/DMD_distraction_extracted/dmd/gA/1/s1/gA_1_s1_2019-03-08T09;31;15+01;00_rgb_ann_distraction.json,/home/user/文档/ICRA2027/dataset/DMD_distraction_extracted/dmd/gA/1/s1/gA_1_s1_2019-03-08T09;31;15+01;00_rgb_mosaic.avi,10,driver_actions/talking_to_passenger,talking_to_passenger,True,False,5037,5075,5056,39,True,True,1280,720,29.76,6777,227.7217741935484,fold0,val,True,True,False
48,gA_1_s1_2019-03-08T09;31;15+01;00,gA_1,s1,/home/user/文档/ICRA2027/dataset/DMD_distraction_extracted/dmd/gA/1/s1/gA_1_s1_2019-03-08T09;31;15+01;00_rgb_ann_distraction.json,/home/user/文档/ICRA2027/dataset/DMD_distraction_extracted/dmd/gA/1/s1/gA_1_s1_2019-03-08T09;31;15+01;00_rgb_mosaic.avi,10,driver_actions/talking_to_passenger,talking_to_passenger,True,False,5103,5135,5119,33,True,True,1280,720,29.76,6777,227.7217741935484,fold0,val,True,True,False
49,gA_1_s1_2019-03-08T09;31;15+01;00,gA_1,s1,/home/user/文档/ICRA2027/dataset/DMD_distraction_extracted/dmd/gA/1/s1/gA_1_s1_2019-03-08T09;31;15+01;00_rgb_ann_distraction.json,/home/user/文档/ICRA2027/dataset/DMD_distraction_extracted/dmd/gA/1/s1/gA_1_s1_2019-03-08T09;31;15+01;00_rgb_mosaic.avi,10,driver_actions/talking_to_passenger,talking_to_passenger,True,False,5203,5228,5215,26,True,True,1280,720,29.76,6777,227.7217741935484,fold0,val,True,True,False
50,gA_1_s1_2019-03-08T09;31;15+01;00,gA_1,s1,/home/user/文档/ICRA2027/dataset/DMD_distraction_extracted/dmd/gA/1/s1/gA_1_s1_2019-03-08T09;31;15+01;00_rgb_ann_distraction.json,/home/user/文档/ICRA2027/dataset/DMD_distraction_extracted/dmd/gA/1/s1/gA_1_s1_2019-03-08T09;31;15+01;00_rgb_mosaic.avi,10,driver_actions/talking_to_passenger,talking_to_passenger,True,False,5281,5306,5293,26,True,True,1280,720,29.76,6777,227.7217741935484,fold0,val,True,True,False
